expr;mon_ru;mon_lu;mon_rd;mon_ld;quant;cons_l;cons_r;compl
lambda a, b: not (set(set(b).difference(a)) < set(b[:8]));0.0;0.0;0.09700469626991504;1.0;0.8365774405834225;0.8036956150356072;1.0;1060.029318373532
lambda a, b: not (set(set(b).difference(a)) < set(b[-8:]));0.0;0.0;0.1620260202787026;1.0;0.8365774405834225;0.899452506897909;1.0;1070.9856937572379
lambda a, b: not (set(set(b).difference(a)) < set(b[:9]));0.0;0.0;0.13002729596408646;1.0;0.9523674227233748;0.9350752783880518;1.0;720.3816814786536
lambda a, b: not (set(set(b).difference(a)) < set(b[-9:]));0.0;0.0;0.24121727022939166;1.0;0.9523674227233748;0.9674278563516302;1.0;619.0352091793752
lambda a, b: len(a[:3]) % 2 == 0;1.0;0.12792228100702507;1.0;0.9194605325480856;1.0;1.0;0.7855576786303344;660.1216168682719
lambda a, b: len(b[:3]) % 2 == 0;0.12792228100702507;1.0;0.9194605325480856;1.0;1.0;0.7855576786303344;1.0;619.0352091793752
lambda a, b: len(a[:4]) % 2 == 0;1.0;0.07350364515836416;1.0;0.0;1.0;1.0;0.7459409815659775;758.7289953216236
lambda a, b: len(b[:4]) % 2 == 0;0.07350364515836416;1.0;0.0;1.0;1.0;0.7459409815659777;1.0;725.8598691705064
lambda a, b: len(a[:5]) % 2 == 0;1.0;0.03352914338179325;1.0;0.772967841425446;1.0;1.0;0.7249911614620379;846.3799983912697
lambda a, b: len(b[:5]) % 2 == 0;0.03352914338179325;1.0;0.772967841425446;1.0;1.0;0.7249911614620388;1.0;802.5544968564467
lambda a, b: len(a[:6]) % 2 == 0;1.0;0.017240323773297872;1.0;0.0;1.0;1.0;0.6690766788863282;857.3363737749754
lambda a, b: len(b[:6]) % 2 == 0;0.017240323773297872;1.0;0.0;1.0;1.0;0.6690766788863289;1.0;816.2499660860789
lambda a, b: len(a[:7]) % 2 == 0;1.0;0.006203161702849513;1.0;0.4493234389652051;1.0;1.0;0.6234134496191154;824.4672476238582
lambda a, b: len(b[:7]) % 2 == 0;0.006203161702849513;1.0;0.4493234389652051;1.0;1.0;0.6234134496191128;1.0;783.3808399349616
lambda a, b: len(a[:8]) % 2 == 0;1.0;0.007014710967904736;1.0;0.0;1.0;1.0;0.5699691661843365;714.9034937868006
lambda a, b: len(b[:8]) % 2 == 0;0.007014710967904736;1.0;0.0;1.0;1.0;0.5699691661843364;1.0;687.5125553275363
lambda a, b: len(a[:9]) % 2 == 0;1.0;0.0056262956713324375;1.0;0.07690405652424426;1.0;1.0;0.5463055571694353;580.6878953364052
lambda a, b: len(b[:9]) % 2 == 0;0.0056262956713324375;1.0;0.07690405652424426;1.0;1.0;0.546305557169435;1.0;564.2533322608465
lambda a, b: len(set(a).intersection(b)) % 2 == 0;0.0;0.0;0.011649184019440373;0.011649184019440373;1.0;1.0;1.0;446.47229688600964
lambda a, b: len(set(a).union(b)) % 2 == 0;0.5183006380283992;0.5183006380283992;0.0;0.0;1.0;0.42943502740872486;0.42943502740872486;147.9110676800277
lambda a, b: len(set(a).difference(b)) % 2 == 0;0.011649184019440373;0.45903416292242194;0.0;0.4592374035586252;1.0;1.0;0.5406617780508776;421.8204522726717
lambda a, b: len(set(b).difference(a)) % 2 == 0;0.45903416292242194;0.011649184019440373;0.4592374035586252;0.0;1.0;0.5406617780508776;1.0;397.1686076593337
lambda a, b: len(a[:3]) % 2 != 0;1.0;0.1645661379290062;1.0;0.0;1.0;1.0;0.7690987905059388;660.1216168682719
lambda a, b: len(b[:3]) % 2 != 0;0.1645661379290062;1.0;0.0;1.0;1.0;0.7690987905059388;1.0;619.0352091793752
lambda a, b: len(a[:4]) % 2 != 0;1.0;0.07105242714917448;1.0;0.8619562696802002;1.0;1.0;0.7601513676892454;758.7289953216236
lambda a, b: len(b[:4]) % 2 != 0;0.07105242714917448;1.0;0.8619562696802002;1.0;1.0;0.7601513676892453;1.0;725.8598691705064
lambda a, b: len(a[:5]) % 2 != 0;1.0;0.03421162741505224;1.0;0.0;1.0;1.0;0.7129488629498464;846.3799983912697
lambda a, b: len(b[:5]) % 2 != 0;0.03421162741505224;1.0;0.0;1.0;1.0;0.7129488629498463;1.0;802.5544968564467
lambda a, b: len(a[:6]) % 2 != 0;1.0;0.01357496764652577;1.0;0.6381509627045412;1.0;1.0;0.6786025948254317;857.3363737749754
lambda a, b: len(b[:6]) % 2 != 0;0.01357496764652577;1.0;0.6381509627045412;1.0;1.0;0.6786025948254297;1.0;816.2499660860789
lambda a, b: len(a[:7]) % 2 != 0;1.0;0.009980349341777606;1.0;0.0;1.0;1.0;0.6169942410688006;824.4672476238582
lambda a, b: len(b[:7]) % 2 != 0;0.009980349341777606;1.0;0.0;1.0;1.0;0.6169942410688003;1.0;783.3808399349616
lambda a, b: len(a[:8]) % 2 != 0;1.0;0.0051627177826438775;1.0;0.2359837700285058;1.0;1.0;0.5730417755528899;714.9034937868006
lambda a, b: len(b[:8]) % 2 != 0;0.0051627177826438775;1.0;0.2359837700285058;1.0;1.0;0.5730417755528892;1.0;687.5125553275363
lambda a, b: len(a[:9]) % 2 != 0;1.0;0.006003415304226767;1.0;0.0;1.0;1.0;0.5455795908432983;580.6878953364052
lambda a, b: len(b[:9]) % 2 != 0;0.006003415304226767;1.0;0.0;1.0;1.0;0.5455795908432983;1.0;564.2533322608465
lambda a, b: len(set(a).intersection(b)) % 2 != 0;0.023490050822639996;0.023490050822639996;0.011645377287466951;0.011645377287466951;1.0;1.0;1.0;446.47229688600964
lambda a, b: len(set(a).union(b)) % 2 != 0;0.3836885465963443;0.3836885465963443;0.666694500927688;0.666694500927688;1.0;0.43819809104608587;0.43819809104608587;147.9110676800277
lambda a, b: len(set(a).difference(b)) % 2 != 0;0.011645377287466951;0.4592842485363109;0.023490050822639996;0.4590810327268128;1.0;1.0;0.5406737336423855;421.8204522726717
lambda a, b: len(set(b).difference(a)) % 2 != 0;0.4592842485363109;0.011645377287466951;0.4590810327268128;0.023490050822639996;1.0;0.5406737336423855;1.0;397.1686076593337
lambda a, b: len(a) == len(b[:1]);1.0;0.20423248512525405;0.9932131402901379;0.9590912959720587;1.0;0.9964732407540805;0.8035784866812985;451.9504845778625
lambda a, b: len(a) == len(b[:2]);0.9650320981626378;0.1278734541839801;0.9899831117487075;0.9156846784192216;1.0;0.9940829961557309;0.7862290223267587;712.1643999408742
lambda a, b: len(a) == len(b[:3]);0.9391015854975187;0.07291407858886234;0.9824270852054893;0.8478466398892507;1.0;0.9905214673341537;0.7610842311841957;1027.1601922224147
lambda a, b: len(a) == len(b[:4]);0.876903708009533;0.0471073597354188;0.96056030637548;0.7391173059927916;1.0;0.9796371458393509;0.7296843162025964;1511.9798029513945
lambda a, b: len(a) == len(b[:5]);0.7253421893681826;0.07768527731006503;0.8915792150598723;0.5748454098765943;1.0;0.9444829732332938;0.703797363121808;2229.6223905841216
lambda a, b: len(a) == len(b[:6]);0.45989333661594567;0.1750439306015229;0.6938978993489067;0.38053525844314207;1.0;0.8621098626209472;0.7092835750376023;2840.440318225718
lambda a, b: len(a) == len(b[:7]);0.31332565447759086;0.2525402813441431;0.4310789863292005;0.25848180180062075;1.0;0.7659360527603875;0.7227395090481397;2741.832939772366
lambda a, b: len(a) == len(b[:8]);0.2732253452755966;0.26825057198810176;0.2801096877355357;0.22504088586622484;1.0;0.7192862826998598;0.715974114681158;2161.1450444359607
lambda a, b: len(a) == len(b[:9]);0.26902760690322414;0.2689245381584844;0.22999951225186144;0.2215895767204653;1.0;0.713194852189647;0.7131642573199404;1484.58886449213
lambda a, b: len(a) == len(set(b).difference(a));0.7682190861129576;0.10944089847944893;0.6056480128409657;0.587257343357032;1.0;0.7318709712203899;0.8393171525516111;898.4227814638721
lambda a, b: len(b) == len(a[:1]);0.20423248512525405;1.0;0.9590912959720587;0.9932131402901379;1.0;0.8035784866812985;0.9964732407540805;449.21139073193604
lambda a, b: len(b) == len(a[:2]);0.1278734541839801;0.9650320981626378;0.9156846784192216;0.9899831117487075;1.0;0.7862290223267587;0.9940829961557309;687.5125553275363
lambda a, b: len(b) == len(a[:3]);0.07291407858886234;0.9391015854975187;0.8478466398892507;0.9824270852054893;1.0;0.7610842311841957;0.9905214673341537;999.7692537631503
lambda a, b: len(b) == len(a[:4]);0.0471073597354188;0.876903708009533;0.7391173059927916;0.96056030637548;1.0;0.7296843162025964;0.979637145839351;1490.0670521839832
lambda a, b: len(b) == len(a[:5]);0.07768527731006503;0.7253421893681826;0.5748454098765943;0.8915792150598723;1.0;0.703797363121808;0.9444829732332938;2221.405109046342
lambda a, b: len(b) == len(a[:6]);0.1750439306015229;0.45989333661594567;0.38053525844314207;0.6938978993489067;1.0;0.7092835750376023;0.8621098626209468;2843.179412071644
lambda a, b: len(b) == len(a[:7]);0.2525402813441431;0.31332565447759086;0.25848180180062075;0.4310789863292005;1.0;0.7227395090481397;0.7659360527603873;2736.3547520805128
lambda a, b: len(b) == len(a[:8]);0.26825057198810176;0.2732253452755966;0.22504088586622484;0.2801096877355357;1.0;0.715974114681158;0.7192862826998598;2152.9277628981813
lambda a, b: len(b) == len(a[:9]);0.2689245381584844;0.26902760690322414;0.2215895767204653;0.22999951225186144;1.0;0.7131642573199404;0.713194852189647;1481.8497706462038
lambda a, b: len(b) == len(set(a).difference(b));0.10944089847944893;0.7682190861129576;0.587257343357032;0.6056480128409657;1.0;0.8393171525516111;0.7318709712203899;884.7273122342399
lambda a, b: len(a[:1]) == len(b[:1]);1.0;1.0;0.4631167015643882;0.4631167015643882;1.0;0.8904015745558518;0.8904015745558518;282.12666613042325
lambda a, b: len(a[:1]) == len(set(a).intersection(b));0.007661077426371676;0.007489698330226946;0.8201723723966781;0.8207509897552785;1.0;1.0;0.9993786252905692;651.9043353304925
lambda a, b: len(a[:1]) == len(set(a).difference(b));0.8201723723966781;0.5680551957817392;0.007661077426371676;0.8883474741399776;1.0;1.0;0.7782173579864157;654.643429176419
lambda a, b: len(a[:1]) == len(set(b).difference(a));0.6202193383747994;0.820160425242203;0.887594375926263;0.007695621824426402;1.0;0.7783453588052851;0.9998999156392974;520.4278307260234
lambda a, b: len(b[:1]) == len(set(a).intersection(b));0.007489698330226946;0.007661077426371676;0.8207509897552785;0.8201723723966781;1.0;0.9993786252905692;1.0;651.9043353304925
lambda a, b: len(b[:1]) == len(set(a).difference(b));0.820160425242203;0.6202193383747994;0.007695621824426402;0.887594375926263;1.0;0.9998999156392974;0.7783453588052851;550.5578630312143
lambda a, b: len(b[:1]) == len(set(b).difference(a));0.5680551957817392;0.8201723723966781;0.8883474741399776;0.007661077426371676;1.0;0.7782173579864157;1.0;632.7306784090075
lambda a, b: len(a[:2]) == len(b[:2]);0.8129399529950149;0.8129399529950149;0.450133995399824;0.450133995399824;1.0;0.8857860910678368;0.8857860910678368;969.6392214579595
lambda a, b: len(a[:2]) == len(set(a).intersection(b));0.06338477143488308;0.06210136003936617;0.5675794127954501;0.5701302800402466;1.0;1.0;0.9978110772166007;999.7692537631503
lambda a, b: len(a[:2]) == len(set(a).difference(b));0.5675794127954501;0.3724367108143375;0.06338477143488308;0.74884275442864;1.0;1.0;0.7040846157317096;1032.6383799142677
lambda a, b: len(a[:2]) == len(set(b).difference(a));0.5558527215779444;0.5681456167345142;0.7469692847861887;0.06361375262961122;1.0;0.7041188120460034;0.9993951452935589;682.0343676356833
lambda a, b: len(b[:2]) == len(set(a).intersection(b));0.06210136003936617;0.06338477143488308;0.5701302800402466;0.5675794127954501;1.0;0.9978110772166007;1.0;1007.9865353009297
lambda a, b: len(b[:2]) == len(set(a).difference(b));0.5681456167345142;0.5558527215779444;0.06361375262961122;0.7469692847861887;1.0;0.9993951452935589;0.7041188120460034;706.6862122490213
lambda a, b: len(b[:2]) == len(set(b).difference(a));0.3724367108143375;0.5675794127954501;0.74884275442864;0.06338477143488308;1.0;0.7040846157317096;1.0;986.0737845335182
lambda a, b: len(a[:3]) == len(b[:3]);0.8160486577119689;0.8160486577119689;0.43193936146113043;0.43193936146113043;1.0;0.8824579233226967;0.8824579233226967;1887.2356598433166
lambda a, b: len(a[:3]) == len(set(a).intersection(b));0.2301370427320737;0.22476257926254417;0.28427311429344226;0.293105905811037;1.0;1.0;0.9941430643028627;1243.5486060506034
lambda a, b: len(a[:3]) == len(set(a).difference(b));0.28427311429344226;0.16986195619068634;0.2301370427320737;0.6181986115341103;1.0;1.0;0.6572745369122324;1279.156826047647
lambda a, b: len(a[:3]) == len(set(b).difference(a));0.5683047390120813;0.2901294124354197;0.6148146776451863;0.23019458679582117;1.0;0.6568216391769529;0.9966079318202071;791.5981214727409
lambda a, b: len(b[:3]) == len(set(a).intersection(b));0.22476257926254417;0.2301370427320737;0.293105905811037;0.28427311429344226;1.0;0.9941430643028627;1.0;1251.7658875883828
lambda a, b: len(b[:3]) == len(set(a).difference(b));0.2901294124354197;0.5683047390120813;0.23019458679582117;0.6148146776451863;1.0;0.9966079318202071;0.6568216391769529;810.7717783942261
lambda a, b: len(b[:3]) == len(set(b).difference(a));0.16986195619068634;0.28427311429344226;0.6181986115341103;0.2301370427320737;1.0;0.6572745369122321;1.0;1238.0704183587504
lambda a, b: len(a[:4]) == len(b[:4]);0.7652837154883361;0.7652837154883361;0.40531952211538214;0.40531952211538214;1.0;0.8765013013526648;0.8765013013526646;2843.179412071644
lambda a, b: len(a[:4]) == len(set(a).intersection(b));0.4745055826342506;0.45784782441718264;0.09623820053236376;0.11977262894141683;1.0;1.0;0.9866369162717694;1380.5032983469255
lambda a, b: len(a[:4]) == len(set(a).difference(b));0.09623820053236376;0.049245459940839065;0.4745055826342506;0.5659867302382164;1.0;1.0;0.6690893851145924;1418.8506121898954
lambda a, b: len(a[:4]) == len(set(b).difference(a));0.6680513193023281;0.11976936888407808;0.5627217952635419;0.4666379391502419;1.0;0.6685345219516055;0.9779189065764837;868.2927491586813
lambda a, b: len(b[:4]) == len(set(a).intersection(b));0.45784782441718264;0.4745055826342506;0.11977262894141683;0.09623820053236376;1.0;0.9866369162717694;1.0;1388.7205798847046
lambda a, b: len(b[:4]) == len(set(a).difference(b));0.11976936888407808;0.6680513193023281;0.4666379391502419;0.5627217952635419;1.0;0.9779189065764837;0.6685345219516055;879.249124542387
lambda a, b: len(b[:4]) == len(set(b).difference(a));0.049245459940839065;0.09623820053236376;0.5659867302382164;0.4745055826342506;1.0;0.6690893851145923;1.0;1377.7642045009989
lambda a, b: len(a[:5]) == len(b[:5]);0.6307494128813248;0.6307494128813248;0.36605164851482574;0.36605164851482574;1.0;0.8673812905834434;0.8673812905834435;3558.0829058584445
lambda a, b: len(a[:5]) == len(set(a).intersection(b));0.6878889352675185;0.6430506232266703;0.023282126273646675;0.07418369673865743;1.0;1.0;0.9713154063354017;1405.1551429602634
lambda a, b: len(a[:5]) == len(set(a).difference(b));0.023282126273646675;0.00947233927423452;0.6878889352675185;0.5895620370402845;1.0;1.0;0.7217854417919892;1451.7197383410128
lambda a, b: len(b[:5]) == len(set(a).intersection(b));0.6430506232266703;0.6878889352675185;0.07418369673865743;0.023282126273646675;1.0;0.9713154063354017;1.0;1407.8942368061898
lambda a, b: len(b[:5]) == len(set(b).difference(a));0.00947233927423452;0.023282126273646675;0.5895620370402845;0.6878889352675185;1.0;0.7217854417919892;1.0;1418.8506121898954
lambda a, b: len(a[:6]) == len(b[:6]);0.4145008869512763;0.4145008869512763;0.31050406248850604;0.31050406248850604;1.0;0.8476970112570171;0.847697011257017;3664.907565849576
lambda a, b: len(a[:6]) == len(set(a).intersection(b));0.8372271529482198;0.7274743174070224;0.004240863057009769;0.10111583458857543;1.0;1.0;0.9391659226442223;1342.1559845039553
lambda a, b: len(a[:6]) == len(set(a).difference(b));0.004240863057009769;0.0012570545447895265;0.8372271529482198;0.6549952906055633;1.0;1.0;0.7997538005143654;1388.7205798847046
lambda a, b: len(b[:6]) == len(set(a).intersection(b));0.7274743174070224;0.8372271529482198;0.10111583458857543;0.004240863057009769;1.0;0.9391659226442223;1.0;1344.8950783498817
lambda a, b: len(b[:6]) == len(set(b).difference(a));0.0012570545447895265;0.004240863057009769;0.6549952906055633;0.8372271529482198;1.0;0.7997538005143653;1.0;1361.3296414254403
lambda a, b: len(a[:7]) == len(b[:7]);0.31173896489218034;0.31173896489218034;0.25221919010959026;0.25221919010959026;1.0;0.7873112473953379;0.7873112473953379;3248.5653012687567
lambda a, b: len(a[:7]) == len(set(a).intersection(b));0.9378619586248479;0.7291939168938396;0.0005786885492724547;0.17563327912751836;1.0;1.0;0.88865918258896;1166.8539783646631
lambda a, b: len(a[:7]) == len(set(a).difference(b));0.0005786885492724547;0.00010986390217970765;0.9378619586248479;0.7597419535684095;1.0;1.0;0.9022923829185536;1213.4185737454125
lambda a, b: len(b[:7]) == len(set(a).intersection(b));0.7291939168938396;0.9378619586248479;0.17563327912751836;0.0005786885492724547;1.0;0.88865918258896;1.0;1164.1148845187365
lambda a, b: len(b[:7]) == len(set(b).difference(a));0.00010986390217970765;0.0005786885492724547;0.7597419535684095;0.9378619586248479;1.0;0.9022923829185536;1.0;1196.984010669854
lambda a, b: len(a[:8]) == len(b[:8]);0.27363785855929845;0.27363785855929845;0.22502435988593805;0.22502435988593805;1.0;0.7243132639047962;0.7243132639047962;2435.0544290286043
lambda a, b: len(a[:8]) == len(set(a).intersection(b));0.9879465019919552;0.7144681587435769;5.359501968593694e-05;0.3158431081075067;1.0;1.0;0.8540944402088443;881.9882183883134
lambda a, b: len(a[:8]) == len(set(a).difference(b));5.359501968593694e-05;4.871717487864302e-06;0.9879465019919552;0.8918856818542753;1.0;1.0;0.9769559863212957;934.0310014609158
lambda a, b: len(b[:8]) == len(set(a).intersection(b));0.7144681587435769;0.9879465019919552;0.3158431081075067;5.359501968593694e-05;1.0;0.8540944402088443;1.0;879.249124542387
lambda a, b: len(b[:8]) == len(set(b).difference(a));4.871717487864302e-06;5.359501968593694e-05;0.8918856818542753;0.9879465019919552;1.0;0.9769559863212957;1.0;925.8137199231365
lambda a, b: len(a[:9]) == len(b[:9]);0.2690379826489977;0.2690379826489977;0.22159085983915017;0.22159085983915017;1.0;0.713333559118746;0.713333559118746;1599.6308060210404
lambda a, b: len(a[:9]) == len(set(a).intersection(b));0.9991164125421321;0.7103311264507335;2.4039807071662977e-06;0.5602909777833502;1.0;1.0;0.8460334421929545;523.1669245719498
lambda a, b: len(a[:9]) == len(set(a).difference(b));2.4039807071662977e-06;0.0;0.9991164125421321;0.9777317305183643;1.0;1.0;0.9978135410696995;564.2533322608465
lambda a, b: len(b[:9]) == len(set(a).intersection(b));0.7103311264507335;0.9991164125421321;0.5602909777833502;2.4039807071662977e-06;1.0;0.8460334421929545;1.0;514.9496430341705
lambda a, b: len(b[:9]) == len(set(b).difference(a));0.0;2.4039807071662977e-06;0.9777317305183643;0.9991164125421321;1.0;0.9978135410696995;1.0;558.7751445689936
lambda a, b: len(set(a).intersection(b)) == len(set(a).difference(b));0.47577166792626324;0.1644166066880226;0.47577166792626324;0.24306725365527015;1.0;1.0;0.7130506001031403;1388.7205798847046
lambda a, b: len(set(a).intersection(b)) == len(set(b).difference(a));0.1644166066880226;0.47577166792626324;0.24306725365527015;0.47577166792626324;1.0;0.7130506001031403;1.0;1355.8514537335875
lambda a, b: len(set(a).intersection(b)) == 1;0.007695944814363309;0.007695944814363309;0.8201089584551289;0.8201089584551289;1.0;1.0;1.0;591.6442707201109
lambda a, b: len(set(a).union(b)) == 1;0.712136148284591;0.712136148284591;1.0;1.0;1.0;0.7747021951206574;0.7747021951206574;49.30368922667591
lambda a, b: len(set(a).difference(b)) == 1;0.8201089584551289;0.6199761462899095;0.007695944814363309;0.8875990027877131;1.0;1.0;0.778275468344669;561.51423841492
lambda a, b: len(set(b).difference(a)) == 1;0.6199761462899095;0.8201089584551289;0.8875990027877131;0.007695944814363309;1.0;0.778275468344669;1.0;531.3842061097292
lambda a, b: len(set(a).intersection(b)) == 2;0.06365042585352498;0.06365042585352498;0.5686270846293602;0.5686270846293602;1.0;1.0;1.0;731.3380568623593
lambda a, b: len(set(a).union(b)) == 2;0.6920347454235355;0.6920347454235355;0.9264510058591279;0.9264510058591279;1.0;0.7555886855072754;0.7555886855072754;65.73825230223454
lambda a, b: len(set(a).difference(b)) == 2;0.5686270846293602;0.5554830852219556;0.06365042585352498;0.746799091884702;1.0;1.0;0.7039852352545491;703.9471184030949
lambda a, b: len(set(b).difference(a)) == 2;0.5554830852219556;0.5686270846293602;0.746799091884702;0.06365042585352498;1.0;0.7039852352545491;1.0;676.5561799438304
lambda a, b: len(set(a).intersection(b)) == 3;0.2307113043441117;0.2307113043441117;0.290927172424733;0.290927172424733;1.0;1.0;1.0;813.5108722401525
lambda a, b: len(set(a).union(b)) == 3;0.6686125890914465;0.6686125890914465;0.9019775239537606;0.9019775239537606;1.0;0.7345319600315636;0.7345319600315636;65.73825230223454
lambda a, b: len(set(a).difference(b)) == 3;0.290927172424733;0.566608960247145;0.2307113043441117;0.6139615591914339;1.0;1.0;0.6560599818753037;791.5981214727409
lambda a, b: len(set(b).difference(a)) == 3;0.566608960247145;0.290927172424733;0.6139615591914339;0.2307113043441117;1.0;0.6560599818753037;1.0;769.6853707053294
lambda a, b: len(set(a).intersection(b)) == 4;0.47371304671427583;0.47371304671427583;0.11771277066538166;0.11771277066538166;1.0;1.0;1.0;843.6409045453433
lambda a, b: len(set(a).union(b)) == 4;0.6409985407898188;0.6409985407898188;0.8831770277567716;0.8831770277567716;1.0;0.7097957247073621;0.7097957247073621;65.73825230223454
lambda a, b: len(set(a).difference(b)) == 4;0.11771277066538166;0.6595158698172714;0.47371304671427583;0.557890978736152;1.0;1.0;0.6633353890979108;827.2063414697847
lambda a, b: len(set(b).difference(a)) == 4;0.6595158698172714;0.11771277066538166;0.557890978736152;0.47371304671427583;1.0;0.6633353890979108;1.0;810.7717783942261
lambda a, b: len(set(a).intersection(b)) == 5;0.6814806924359809;0.6814806924359809;0.07143078866383035;0.07143078866383035;1.0;1.0;1.0;821.7281537779318
lambda a, b: len(set(a).union(b)) == 5;0.6080449885113077;0.6080449885113077;0.8625568539725963;0.8625568539725963;1.0;0.6796840855801156;0.6796840855801156;65.73825230223454
lambda a, b: len(set(a).difference(b)) == 5;0.07143078866383035;0.7690288140657058;0.6814806924359809;0.5723387383394551;1.0;1.0;0.7017002691472006;813.5108722401525
lambda a, b: len(set(b).difference(a)) == 5;0.7690288140657058;0.07143078866383035;0.5723387383394551;0.6814806924359809;1.0;0.7017002691472006;1.0;805.2935907023732
lambda a, b: len(set(a).intersection(b)) == 6;0.8178611316601345;0.8178611316601345;0.09251592444669243;0.09251592444669243;1.0;1.0;1.0;753.2508076297709
lambda a, b: len(set(a).union(b)) == 6;0.5683038115853342;0.5683038115853342;0.835654659946399;0.835654659946399;1.0;0.6419477778671363;0.6419477778671363;65.73825230223454
lambda a, b: len(set(a).difference(b)) == 6;0.09251592444669243;0.854571800407592;0.8178611316601345;0.6130059749505865;1.0;1.0;0.7409323042241114;750.5117137838444
lambda a, b: len(set(b).difference(a)) == 6;0.854571800407592;0.09251592444669243;0.6130059749505865;0.8178611316601345;1.0;0.7409323042241114;1.0;747.772619937918
lambda a, b: len(set(a).intersection(b)) == 7;0.9001458680292723;0.9001458680292723;0.1420977493436293;0.1420977493436293;1.0;1.0;1.0;627.2524907171545
lambda a, b: len(set(a).union(b)) == 7;0.5202774308780341;0.5202774308780341;0.796534282992105;0.796534282992105;1.0;0.5931404763024712;0.5931404763024712;65.73825230223454
lambda a, b: len(set(a).difference(b)) == 7;0.1420977493436293;0.9133464443716646;0.9001458680292723;0.6553642338328938;1.0;1.0;0.7710250941175618;629.9915845630811
lambda a, b: len(set(b).difference(a)) == 7;0.9133464443716646;0.1420977493436293;0.6553642338328938;0.9001458680292723;1.0;0.7710250941175618;1.0;632.7306784090075
lambda a, b: len(set(a).intersection(b)) == 8;0.9492871361393932;0.9492871361393932;0.2052517375350904;0.2052517375350904;1.0;1.0;1.0;449.21139073193604
lambda a, b: len(set(a).union(b)) == 8;0.46431663696150305;0.46431663696150305;0.7322287885603977;0.7322287885603977;1.0;0.5275358136687126;0.5275358136687126;65.73825230223454
lambda a, b: len(set(a).difference(b)) == 8;0.2052517375350904;0.9526142307340716;0.9492871361393932;0.6910266005589165;1.0;1.0;0.7908007883372263;460.1677661156418
lambda a, b: len(set(b).difference(a)) == 8;0.9526142307340716;0.2052517375350904;0.6910266005589165;0.9492871361393932;1.0;0.7908007883372263;1.0;471.12414149934756
lambda a, b: len(set(a).intersection(b)) == 9;0.9792752794692992;0.9792752794692992;0.27708650616064534;0.27708650616064534;1.0;1.0;1.0;230.0838830578209
lambda a, b: len(set(a).union(b)) == 9;0.4184174370848892;0.4184174370848892;0.5994864918181408;0.5994864918181408;1.0;0.43624670163996493;0.43624670163996493;65.73825230223454
lambda a, b: len(set(a).difference(b)) == 9;0.27708650616064534;0.9792752794692992;0.9792752794692992;0.7174834477423524;1.0;1.0;0.7996474145336947;246.51844613337954
lambda a, b: len(set(b).difference(a)) == 9;0.9792752794692992;0.27708650616064534;0.7174834477423524;0.9792752794692992;1.0;0.7996474145336947;1.0;262.95300920893817
lambda a, b: len(set(a).union(b)) == 10;1.0;1.0;0.0;0.0;1.0;0.5308353507776644;0.5308353507776644;49.30368922667591
lambda a, b: len(a) != len(b[:1]);0.7861511976789493;0.3722587684873043;1.0;0.0;1.0;0.9969684205056578;0.784530496487035;451.9504845778625
lambda a, b: len(a) != len(b[:2]);0.806328319508234;0.15480292806371188;0.9912659954674746;0.0;1.0;0.994248017083654;0.7696358678918531;712.1643999408742
lambda a, b: len(a) != len(b[:3]);0.7401911708366713;0.06295887296493219;0.9870149078619043;0.0;1.0;0.9906562740320883;0.7461415384685441;1027.1601922224147
lambda a, b: len(a) != len(b[:4]);0.5591428089368085;0.02444029134872505;0.9751084152490019;0.0;1.0;0.9796931499343537;0.7160071071536818;1511.9798029513945
lambda a, b: len(a) != len(b[:5]);0.20590511052253713;0.00824029996507225;0.9361026805758389;0.0;1.0;0.9434509450464229;0.6915602816631554;2229.6223905841216
lambda a, b: len(a) != len(b[:6]);0.006151747289778298;0.006151747289778298;0.7903600870956318;0.0;1.0;0.8568624260366093;0.6984519822208675;2840.440318225718
lambda a, b: len(a) != len(b[:7]);0.007091179276003112;0.007091179276003112;0.41580976276177284;0.0;1.0;0.7560624923518247;0.7118162142470625;2741.832939772366
lambda a, b: len(a) != len(b[:8]);0.008282581753867202;0.008282581753867202;0.08490124339428329;0.0;1.0;0.7076264835858039;0.7042757209594417;2161.1450444359607
lambda a, b: len(a) != len(b[:9]);0.008498542173033807;0.008498542173033807;0.004898878961079545;0.0;1.0;0.7013366219911544;0.701306027121448;1484.58886449213
lambda a, b: len(a) != len(set(b).difference(a));0.3957759704325352;0.01319166369982494;0.7764450322453496;0.0;1.0;0.7175375303576181;0.8320771147128012;898.4227814638721
lambda a, b: len(b) != len(a[:1]);0.3722587684873043;0.7861511976789493;0.0;1.0;1.0;0.784530496487035;0.9969684205056578;449.21139073193604
lambda a, b: len(b) != len(a[:2]);0.15480292806371188;0.806328319508234;0.0;0.9912659954674746;1.0;0.7696358678918531;0.994248017083654;687.5125553275363
lambda a, b: len(b) != len(a[:3]);0.06295887296493219;0.7401911708366713;0.0;0.9870149078619043;1.0;0.7461415384685441;0.9906562740320883;999.7692537631503
lambda a, b: len(b) != len(a[:4]);0.02444029134872505;0.5591428089368085;0.0;0.9751084152490019;1.0;0.7160071071536818;0.9796931499343537;1490.0670521839832
lambda a, b: len(b) != len(a[:5]);0.00824029996507225;0.20590511052253713;0.0;0.9361026805758389;1.0;0.6915602816631554;0.9434509450464229;2221.405109046342
