expr;mon_ru;mon_lu;mon_rd;mon_ld;quant;cons_l;cons_r;compl
lambda a, b: (len(a) != 0 and len(b) != 3);0.06561776079759962;1.0;0.0029493242073433956;0.9923167923830678;1.0;0.7445821985251333;0.9984992619523866;920.3355322312837
lambda a, b: (len(a) != 0 and len(a) != 4);1.0;0.025715229009288243;1.0;0.0;1.0;1.0;0.7092638980818182;934.0310014609158
lambda a, b: (len(a) != 0 and len(b) != 4);0.025719064407049408;1.0;0.0009754311759067047;0.9964262649499328;1.0;0.7098078993998473;0.9992925104837271;1013.4647229927825
lambda a, b: (len(a) != 0 and len(a) != 5);1.0;0.009887271693690414;1.0;0.0;1.0;1.0;0.670566592377221;969.6392214579595
lambda a, b: (len(a) != 0 and len(b) != 5);0.009888044293439813;1.0;0.000447967829274587;0.9977449488054542;1.0;0.6709563898158404;0.9995452232357236;1029.899286068341
lambda a, b: (len(a) != 0 and len(a) != 6);1.0;0.0038347613782430123;1.0;0.0;1.0;1.0;0.6466270189539862;975.1174091498124
lambda a, b: (len(a) != 0 and len(b) != 6);0.0038349796637957567;1.0;0.00029455286752155807;0.9981649510887152;1.0;0.6469808938745083;0.9996225584859239;1018.9429106846354
lambda a, b: (len(a) != 0 and len(a) != 7);1.0;0.0016208661865970697;1.0;0.0;1.0;1.0;0.6670733296568234;928.5528137690629
lambda a, b: (len(a) != 0 and len(b) != 7);0.0016209584061260829;1.0;0.00029455286752155807;0.9981649510887152;1.0;0.667458565675402;0.9996175522918648;955.9437522283273
lambda a, b: (len(a) != 0 and len(a) != 8);1.0;0.0009477405851264775;1.0;0.0;1.0;1.0;0.7292821918776028;818.9890599320054
lambda a, b: (len(a) != 0 and len(b) != 8);0.0009478178585738961;1.0;0.000473831960126736;0.9976758221562664;1.0;0.7298019035722884;0.9995120661196708;835.4236230075641
lambda a, b: (len(a) != 0 and len(a) != 9);1.0;0.001443237709619849;1.0;0.0;1.0;1.0;0.7985037620727258;646.4261476386397
lambda a, b: (len(a) != 0 and len(b) != 9);0.0014435154882496137;1.0;0.0013122472191388068;0.9956573865579063;1.0;0.7995303718411104;0.9990747841651307;643.6870537927132
lambda a, b: (len(a) != 0 and len(a) != 10);1.0;0.007913791838908724;1.0;0.9820995488733791;1.0;1.0;0.8554222471859118;451.9504845778625
lambda a, b: (len(a) != 0 and len(b) != 10);0.007921765482731713;1.0;1.0;0.9837083003475163;1.0;0.8594955622497616;0.9963387699947278;443.73320304008314
lambda a, b: (len(a) != 0 and len(b) >= len(a));1.0;0.08160932517989672;0.00014300217281004723;0.9984181899583774;1.0;0.8843632228569196;0.870964609625213;1410.6333306521162
lambda a, b: (len(a) != 0 and len(b) >= 2);1.0;1.0;0.06764266262932017;0.9055726333225476;1.0;0.8078240170320302;0.9818474269090267;547.8187691852879
lambda a, b: (len(a) != 0 and len(b) >= 3);1.0;1.0;0.01049475542163869;0.9817054010763304;1.0;0.7947917371921753;0.9967184557448321;712.1643999408742
lambda a, b: (len(a) != 0 and len(b) >= 4);1.0;1.0;0.002243061817585601;0.9949779875689733;1.0;0.7912826513144596;0.9991687222660108;829.945435315711
lambda a, b: (len(a) != 0 and len(b) >= 5);1.0;1.0;0.000639705554789094;0.9980891815548663;1.0;0.7906341727123792;0.9997119185419242;887.4664060801663
lambda a, b: (len(a) != 0 and len(b) >= 6);1.0;1.0;0.00023307916385539862;0.9990197610201289;1.0;0.7938347053523959;0.9998676818968;884.7273122342399
lambda a, b: (len(a) != 0 and len(b) >= 7);1.0;1.0;0.00010442349021644315;0.9993303482223909;1.0;0.8023033438025228;0.9999213377218018;821.7281537779318
lambda a, b: (len(a) != 0 and len(b) >= 8);1.0;1.0;5.5334095848902365e-05;0.9993874598036779;1.0;0.8168676479560023;0.9999411937512079;698.468930711242
lambda a, b: (len(a) != 0 and len(b) >= 9);1.0;1.0;3.3062971279917974e-05;0.999228689762839;1.0;0.8376937362523654;0.999950317663294;512.2105491882442
lambda a, b: (len(a) != 0 and len(b) > len(a));1.0;0.11650126406476013;0.009469663481178725;0.9986074393165669;1.0;0.8702871982930678;0.8855430694535695;1394.1987675765574
lambda a, b: (len(a) != 0 and len(a) <= 2);1.0;0.13099515557378238;1.0;0.9878964982247537;1.0;1.0;0.8026926109912944;635.4697722549339
lambda a, b: (len(a) != 0 and len(b) <= 2);0.1312413869724951;1.0;1.0;0.9968755393039203;1.0;0.8051674001329197;0.9986967602145678;599.8615522578903
lambda a, b: (len(a) != 0 and len(a) <= 3);1.0;0.0746144314399535;1.0;0.9952711125083145;1.0;1.0;0.7985418833511473;786.1199337808881
lambda a, b: (len(a) != 0 and len(b) <= 3);0.07465486562680934;1.0;1.0;0.9983337615618689;1.0;0.7994918392888962;0.9994100943606827;742.294432246065
lambda a, b: (len(a) != 0 and len(a) <= 4);1.0;0.03652073303012371;1.0;0.9975686317915498;1.0;1.0;0.7950897711307083;879.249124542387
lambda a, b: (len(a) != 0 and len(b) <= 4);0.036529309705080504;1.0;1.0;0.998916213520273;1.0;0.7955817984541215;0.9996614037858027;827.2063414697847
lambda a, b: (len(a) != 0 and len(a) <= 5);1.0;0.014919152591088669;1.0;0.9983383294671072;1.0;1.0;0.7951413828833764;909.3791568475779
lambda a, b: (len(a) != 0 and len(b) <= 5);0.014921374618644512;1.0;1.0;0.9991041398500994;1.0;0.79548552912573;0.9997455670423486;854.597279929049
lambda a, b: (len(a) != 0 and len(a) <= 6);1.0;0.005032455371627997;1.0;0.9984575618303269;1.0;1.0;0.8005789839761268;881.9882183883134
lambda a, b: (len(a) != 0 and len(b) <= 6);0.005033133972549009;1.0;1.0;0.9990244949575267;1.0;0.8009087753865591;0.9997424724253765;829.945435315711
lambda a, b: (len(a) != 0 and len(a) <= 7);1.0;0.0015665142396193987;1.0;0.9979627412671643;1.0;1.0;0.812466853336449;791.5981214727409
lambda a, b: (len(a) != 0 and len(b) <= 7);0.0015667859094720127;1.0;1.0;0.9985220211840022;1.0;0.8129174807035693;0.999631588547733;747.772619937918
lambda a, b: (len(a) != 0 and len(a) <= 8);1.0;0.001312839823007561;1.0;0.9957674950516399;1.0;1.0;0.8310185858927547;643.6870537927132
lambda a, b: (len(a) != 0 and len(b) <= 8);0.0013132707930934018;1.0;1.0;0.9965377825031585;1.0;0.8319802253448042;0.9991786954481848;613.5570214875224
lambda a, b: (len(b) != 0 and set(b) < set(a));0.7123985216780311;1.0;0.9940174961612543;0.002492537262219763;1.0;0.847988267909603;0.9978671983305332;503.9932676504649
lambda a, b: (len(b) != 0 and not (set(a) <= set(b)));0.008100210976462074;1.0;0.9896962069401917;0.43040744536709297;1.0;0.9978917410705708;0.8381856725281855;498.5150799586119
lambda a, b: (len(b) != 0 and not (set(a) < set(b)));0.007753729788109287;1.0;0.9896564663898015;0.0038743993126511;1.0;0.995993764117015;0.8396798042202648;558.7751445689936
lambda a, b: (len(b) != 0 and len(a) % 2 == 0);1.0;0.00590636324860061;0.9991783380351356;0.0001128933034432178;1.0;0.9998480914574751;0.5407633361200885;446.47229688600964
lambda a, b: (len(b) != 0 and len(b) % 2 == 0);0.006645702930913822;1.0;0.0;1.0;1.0;0.5407167246596318;1.0;495.77598611268553
lambda a, b: (len(b) != 0 and len(a) % 2 != 0);1.0;0.005917748396303435;0.9991783380351356;0.011760184970013854;1.0;0.9998164469999969;0.5407633361200885;451.9504845778625
lambda a, b: (len(b) != 0 and len(a) == 2);1.0;0.12788866554854728;0.9980722864890911;0.9143557566609621;1.0;0.9992665452653701;0.7855217599129742;662.8607107141984
lambda a, b: (len(b) != 0 and len(a) == 3);1.0;0.07265088855904833;0.9992521101635943;0.8455843772477434;1.0;0.9997702556228125;0.7591322067738372;808.0326845482996
lambda a, b: (len(b) != 0 and len(a) == 4);1.0;0.044915523374318145;0.999610372056485;0.7348165856190647;1.0;0.9998982680040711;0.7240520172094687;901.1618753097986
lambda a, b: (len(b) != 0 and len(a) == 5);1.0;0.06536359783649126;0.9997345760800239;0.5636461154174452;1.0;0.9999393193798177;0.6849771961399722;928.5528137690629
lambda a, b: (len(b) != 0 and len(a) == 6);1.0;0.17767213927736836;0.999774760696707;0.33890387095797614;1.0;0.9999542012124408;0.6605845806858517;906.6400630016514
lambda a, b: (len(b) != 0 and len(a) == 7);1.0;0.4043548951691811;0.999774760696707;0.13533245109955372;1.0;0.999959208601134;0.6797907876218092;824.4672476238582
lambda a, b: (len(b) != 0 and len(a) == 8);1.0;0.6646127417544831;0.999727949488017;0.03103389738984552;1.0;0.9999571857797199;0.7401157900823907;687.5125553275363
lambda a, b: (len(b) != 0 and len(a) == 9);1.0;0.8637916774697172;0.9995403588818734;0.00325628131758271;1.0;0.999944019555231;0.8077748040093556;493.0368922667591
lambda a, b: (len(b) != 0 and len(a) == 10);1.0;1.0;0.9985788679265187;2.0817637109815657e-05;1.0;1.0;0.8651915599351965;273.90938459264396
lambda a, b: (len(b) != 0 and len(a) != len(b));0.009082348660534256;0.008984913748341428;4.84199284036535e-05;0.000532706768603175;1.0;0.7009765133645596;0.7013191686609768;1424.3287998817484
lambda a, b: (len(b) != 0 and len(a) != 1);1.0;0.41838332159518865;0.8987222939173654;0.07347789269295657;1.0;0.9805307440429764;0.800359812170742;569.7315199526993
lambda a, b: (len(b) != 0 and len(a) != 2);1.0;0.1648249782799427;0.976701403401428;0.012434991267105011;1.0;0.9954905924608097;0.7716517465112858;816.2499660860789
lambda a, b: (len(b) != 0 and len(a) != 3);1.0;0.06561776079759962;0.9923167923830678;0.0029493242073433956;1.0;0.9984992619523866;0.7445821985251333;964.1610337661066
lambda a, b: (len(b) != 0 and len(b) != 3);0.06559131342562441;1.0;0.0;1.0;1.0;0.743571860436551;1.0;777.9026522431088
lambda a, b: (len(b) != 0 and len(a) != 4);1.0;0.025719064407049408;0.9964262649499328;0.0009754311759067047;1.0;0.9992925104837271;0.7098078993998473;1062.7684122194585
lambda a, b: (len(b) != 0 and len(b) != 4);0.025715229009288243;1.0;0.0;1.0;1.0;0.7092638980818182;1.0;879.249124542387
lambda a, b: (len(b) != 0 and len(a) != 5);1.0;0.009888044293439813;0.9977449488054542;0.000447967829274587;1.0;0.9995452232357236;0.6709563898158404;1076.4638814490906
lambda a, b: (len(b) != 0 and len(b) != 5);0.009887271693690414;1.0;0.0;1.0;1.0;0.670566592377221;1.0;914.8573445394306
lambda a, b: (len(b) != 0 and len(a) != 6);1.0;0.0038349796637957567;0.9981649510887152;0.00029455286752155807;1.0;0.9996225584859239;0.6469808938745083;1057.2902245276055
lambda a, b: (len(b) != 0 and len(b) != 6);0.0038347613782430123;1.0;0.0;1.0;1.0;0.6466270189539862;1.0;923.07462607721
lambda a, b: (len(b) != 0 and len(a) != 7);1.0;0.0016209584061260829;0.9981649510887152;0.00029455286752155807;1.0;0.9996175522918648;0.667458565675402;988.8128783794446
lambda a, b: (len(b) != 0 and len(b) != 7);0.0016208661865970697;1.0;0.0;1.0;1.0;0.6670733296568234;1.0;879.249124542387
lambda a, b: (len(b) != 0 and len(a) != 8);1.0;0.0009478178585738961;0.9976758221562664;0.000473831960126736;1.0;0.9995120661196708;0.7298019035722884;851.8581860831226
lambda a, b: (len(b) != 0 and len(b) != 8);0.0009477405851264775;1.0;0.0;1.0;1.0;0.7292821918776028;1.0;783.3808399349616
lambda a, b: (len(b) != 0 and len(a) != 9);1.0;0.0014435154882496137;0.9956573865579063;0.0013122472191388068;1.0;0.9990747841651307;0.7995303718411104;643.6870537927132
lambda a, b: (len(b) != 0 and len(b) != 9);0.001443237709619849;1.0;0.0;1.0;1.0;0.7985037620727258;1.0;627.2524907171545
lambda a, b: (len(b) != 0 and len(a) != 10);1.0;0.007921765482731713;0.9837083003475163;1.0;1.0;0.9963387699947278;0.8594955622497616;424.55954611859806
lambda a, b: (len(b) != 0 and len(b) != 10);0.007913791838908724;1.0;0.9820995488733791;1.0;1.0;0.8554222471859118;1.0;451.9504845778625
lambda a, b: (len(b) != 0 and len(a) >= len(b));0.08160932517989672;1.0;0.9984181899583774;0.00014300217281004723;1.0;0.870964609625213;0.8843632228569199;1429.8069875736012
lambda a, b: (len(b) != 0 and len(a) >= 2);1.0;1.0;0.9055726333225476;0.06764266262932017;1.0;0.9818474269090267;0.8078240170320302;566.9924261067729
lambda a, b: (len(b) != 0 and len(a) >= 3);1.0;1.0;0.9817054010763304;0.01049475542163869;1.0;0.9967184557448321;0.7947917371921753;725.8598691705064
lambda a, b: (len(b) != 0 and len(a) >= 4);1.0;1.0;0.9949779875689733;0.002243061817585601;1.0;0.9991687222660108;0.7912826513144595;857.3363737749754
lambda a, b: (len(b) != 0 and len(a) >= 5);1.0;1.0;0.9980891815548663;0.000639705554789094;1.0;0.9997119185419242;0.7906341727123793;923.07462607721
lambda a, b: (len(b) != 0 and len(a) >= 6);1.0;1.0;0.9990197610201289;0.00023307916385539862;1.0;0.9998676818968;0.793834705352396;923.07462607721
lambda a, b: (len(b) != 0 and len(a) >= 7);1.0;1.0;0.9993303482223909;0.00010442349021644315;1.0;0.9999213377218018;0.802303343802522;857.3363737749754
lambda a, b: (len(b) != 0 and len(a) >= 8);1.0;1.0;0.9993874598036779;5.5334095848902365e-05;1.0;0.9999411937512079;0.8168676479560024;725.8598691705064
lambda a, b: (len(b) != 0 and len(a) >= 9);1.0;1.0;0.999228689762839;3.3062971279917974e-05;1.0;0.999950317663294;0.8376937362523653;525.9060184178763
lambda a, b: (len(b) != 0 and len(a) > len(b));0.11650126406476013;1.0;0.9986074393165669;0.009469663481178725;1.0;0.8855430694535699;0.8702871982930679;1413.3724244980426
lambda a, b: (len(b) != 0 and len(a) <= 2);1.0;0.1312413869724951;0.9968755393039203;1.0;1.0;0.9986967602145678;0.8051674001329198;621.7743030253017
lambda a, b: (len(b) != 0 and len(b) <= 2);0.13099515557378238;1.0;0.9878964982247537;1.0;1.0;0.8026926109912943;1.0;613.5570214875224
lambda a, b: (len(b) != 0 and len(a) <= 3);1.0;0.07465486562680934;0.9983337615618689;1.0;1.0;0.9994100943606827;0.7994918392888966;772.4244645512558
lambda a, b: (len(b) != 0 and len(b) <= 3);0.0746144314399535;1.0;0.9952711125083145;1.0;1.0;0.798541883351147;1.0;753.2508076297709
lambda a, b: (len(b) != 0 and len(a) <= 4);1.0;0.036529309705080504;0.998916213520273;1.0;1.0;0.9996614037858027;0.7955817984541211;865.5536553127548
lambda a, b: (len(b) != 0 and len(b) <= 4);0.03652073303012371;1.0;0.9975686317915498;1.0;1.0;0.7950897711307088;1.0;835.4236230075641
lambda a, b: (len(b) != 0 and len(a) <= 5);1.0;0.014921374618644512;0.9991041398500994;1.0;1.0;0.9997455670423486;0.7954855291257301;890.2054999260927
lambda a, b: (len(b) != 0 and len(b) <= 5);0.014919152591088669;1.0;0.9983383294671072;1.0;1.0;0.7951413828833763;1.0;865.5536553127548
lambda a, b: (len(b) != 0 and len(a) <= 6);1.0;0.005033133972549009;0.9990244949575267;1.0;1.0;0.9997424724253765;0.80090877538656;862.8145614668284
lambda a, b: (len(b) != 0 and len(b) <= 6);0.005032455371627997;1.0;0.9984575618303269;1.0;1.0;0.800578983976126;1.0;838.1627168534905
lambda a, b: (len(b) != 0 and len(a) <= 7);1.0;0.0015667859094720127;0.9985220211840022;1.0;1.0;0.999631588547733;0.8129174807035692;766.9462768594029
lambda a, b: (len(b) != 0 and len(b) <= 7);0.0015665142396193987;1.0;0.9979627412671643;1.0;1.0;0.8124668533364491;1.0;758.7289953216236
lambda a, b: (len(b) != 0 and len(a) <= 8);1.0;0.0013132707930934018;0.9965377825031585;1.0;1.0;0.9991786954481848;0.8319802253448043;619.0352091793752
lambda a, b: (len(b) != 0 and len(b) <= 8);0.001312839823007561;1.0;0.9957674950516399;1.0;1.0;0.8310185858927546;1.0;621.7743030253017
lambda a, b: (set(a) <= set(b) and len(a) % 2 == 0);1.0;0.5887102525485917;0.1281308912198139;0.7465023207221004;1.0;1.0;0.8651915599351965;586.166083028258
lambda a, b: (set(a) <= set(b) and len(b) % 2 == 0);0.8791397612511904;0.7845992350904618;0.0;1.0;1.0;0.8742508130821776;0.9180658425178523;331.4303553570992
lambda a, b: (set(a) <= set(b) and len(a) % 2 != 0);1.0;0.5915841644725774;0.1281308912198139;0.7465023207221004;1.0;1.0;0.8651915599351965;588.9051768741845
lambda a, b: (set(a) <= set(b) and len(b) % 2 != 0);0.7635391996796238;0.6998705314157018;0.1887236347587098;1.0;1.0;0.7821989034556931;0.768064177886444;271.1702907467175
lambda a, b: (set(a) <= set(b) and len(a) == 1);1.0;0.3697368932907674;0.8346485713847198;0.9394816136483175;1.0;1.0;0.8212508632236638;421.8204522726717
lambda a, b: (set(a) <= set(b) and len(a) == 2);1.0;0.4352581035723809;0.6912237200367264;0.888190373902309;1.0;1.0;0.8340444990835365;528.6451122638027
lambda a, b: (set(a) <= set(b) and len(b) == 2);0.7147281808271144;0.7147281808271144;0.8264881042745896;1.0;1.0;0.7724023789597718;0.7759920598156453;79.43372153186674
lambda a, b: (set(a) <= set(b) and len(a) == 3);1.0;0.5066516601981343;0.5426584446067715;0.8281302403915167;1.0;1.0;0.8511903857352463;577.9488014904787
lambda a, b: (set(a) <= set(b) and len(b) == 3);0.7077059121962892;0.7077059121962892;0.7601143492878629;1.0;1.0;0.7633432641761482;0.769583072809672;98.60737845335181
lambda a, b: (set(a) <= set(b) and len(a) == 4);1.0;0.5851517280753613;0.4018181496414778;0.7593728024505778;1.0;1.0;0.8736804139402451;594.3833645660372
lambda a, b: (set(a) <= set(b) and len(b) == 4);0.7015441877224761;0.7015441877224761;0.6938255985012322;1.0;1.0;0.7549546023243103;0.7636207777290227;115.04194152891046
lambda a, b: (set(a) <= set(b) and len(a) == 5);1.0;0.6688030105787596;0.2883950933730012;0.6853729819344203;1.0;1.0;0.9001632355723089;564.2533322608465
lambda a, b: (set(a) <= set(b) and len(b) == 5);0.6971239189324897;0.6971239189324897;0.6209539248359113;1.0;1.0;0.7473223935222935;0.7587223647882197;131.47650460446908
lambda a, b: (set(a) <= set(b) and len(a) == 6);1.0;0.7521740418065883;0.2184293905333995;0.6102486219991609;1.0;1.0;0.9276352432023951;509.4714553423177
lambda a, b: (set(a) <= set(b) and len(b) == 6);0.6960747260270708;0.6960747260270708;0.5375561060782514;1.0;1.0;0.741053484868907;0.7560651254695295;147.9110676800277
lambda a, b: (set(a) <= set(b) and len(a) == 7);1.0;0.8289139222711032;0.1972052424164995;0.5370141992635306;1.0;1.0;0.9528667172212766;416.3422645808187
lambda a, b: (set(a) <= set(b) and len(b) == 7);0.7016321899709708;0.7016321899709708;0.4397680921661338;1.0;1.0;0.7376455700682477;0.7580585873908453;164.34563075558634
lambda a, b: (set(a) <= set(b) and len(a) == 8);1.0;0.8947992199187322;0.21955170706421578;0.46785984457083474;1.0;1.0;0.9736837761069047;301.3003230519083
lambda a, b: (set(a) <= set(b) and len(b) == 8);0.7210288866086259;0.7210288866086259;0.3227250597355056;1.0;1.0;0.7406647227547145;0.7702786872077485;180.780193831145
lambda a, b: (set(a) <= set(b) and len(a) == 9);1.0;0.94922940099142;0.275802762422252;0.40614086945527905;1.0;1.0;0.9893240893531012;153.3892553718806
lambda a, b: (set(a) <= set(b) and len(b) == 9);0.7745991304181679;0.7745991304181679;0.1795787140621311;1.0;1.0;0.7602789939676412;0.809181576585879;197.21475690670363
lambda a, b: (set(a) <= set(b) and len(a) != 1);1.0;0.7037686865882535;0.00026273552044508985;0.9738021118640308;1.0;1.0;0.8506779897697581;610.8179276415959
lambda a, b: (set(a) <= set(b) and len(b) != 1);1.0;0.7111777250777032;0.0;1.0;1.0;0.9993912185424533;0.8457841596234603;369.7776692000693
lambda a, b: (set(a) <= set(b) and len(a) != 2);1.0;0.6913547450244029;0.0015616277251342403;0.9372910999549962;1.0;1.0;0.8566751712841935;736.8162445542122
lambda a, b: (set(a) <= set(b) and len(b) != 2);0.9983679059702338;0.7121093449971712;0.0;1.0;1.0;0.9988040386811564;0.8461564280486339;372.5167630459958
lambda a, b: (set(a) <= set(b) and len(a) != 3);1.0;0.6726070382520664;0.006193885287084089;0.893454779271787;1.0;1.0;0.8605129109877043;808.0326845482996
lambda a, b: (set(a) <= set(b) and len(b) != 3);0.997017166956646;0.7136950964761302;0.0;1.0;1.0;0.9976776762241537;0.8468616274567937;369.7776692000693
lambda a, b: (set(a) <= set(b) and len(a) != 4);1.0;0.6574190497129369;0.01754211749510326;0.8626053490605075;1.0;1.0;0.8565227396369508;835.4236230075641
lambda a, b: (set(a) <= set(b) and len(b) != 4);0.994591621687835;0.7163179329173706;0.0;1.0;1.0;0.9955305476678702;0.8481826171588067;372.5167630459958
lambda a, b: (set(a) <= set(b) and len(a) != 5);1.0;0.6574190497129369;0.03677766496069357;0.8626053490605075;1.0;1.0;0.8468909406004412;818.9890599320054
lambda a, b: (set(a) <= set(b) and len(b) != 5);0.9902793411024711;0.7204756838870978;0.0;1.0;1.0;0.9914679431715497;0.850618241670127;369.7776692000693
lambda a, b: (set(a) <= set(b) and len(a) != 6);1.0;0.6726070382520664;0.055831956642605096;0.893454779271787;1.0;1.0;0.8408763474925942;799.8154030105202
lambda a, b: (set(a) <= set(b) and len(b) != 6);0.9826890213627032;0.726605945479466;0.0;1.0;1.0;0.9838468945313051;0.8550006218199949;372.5167630459958
lambda a, b: (set(a) <= set(b) and len(a) != 7);1.0;0.6913547450244029;0.056963785312384774;0.9372910999549962;1.0;1.0;0.8409917610795505;745.0335260919916
lambda a, b: (set(a) <= set(b) and len(b) != 7);0.9694345036501862;0.7343288979819107;0.0;1.0;1.0;0.969688969118855;0.8625416110121866;369.7776692000693
lambda a, b: (set(a) <= set(b) and len(a) != 8);1.0;0.7037686865882535;0.036640739582392;0.9738021118640308;1.0;1.0;0.8432982719772326;649.1652414845661
lambda a, b: (set(a) <= set(b) and len(b) != 8);0.9463058259207737;0.7397547817637635;0.0;1.0;1.0;0.9437068681090008;0.8741244899018993;372.5167630459958
lambda a, b: (set(a) <= set(b) and len(a) != 9);1.0;0.7087252906477655;0.013963579725685071;0.9934798524520914;1.0;1.0;0.8448433376536284;520.4278307260234
lambda a, b: (set(a) <= set(b) and len(b) != 9);0.9051178490111355;0.7271344328722101;0.0;1.0;1.0;0.8975356380825268;0.8832692952903418;369.7776692000693
lambda a, b: (set(a) <= set(b) and len(a) != 10);1.0;0.7098514653990212;0.0024734613271485406;1.0;1.0;1.0;0.8453204323521791;386.2122322756279
lambda a, b: (set(a) <= set(b) and len(a) >= 2);1.0;0.7229555807078383;0.00028631565881831467;0.9703560469787725;1.0;1.0;0.8520223787727836;583.4269891823316
lambda a, b: (set(a) <= set(b) and len(a) >= 3);1.0;0.743432833721027;0.0018326867815456893;0.920277226212196;1.0;1.0;0.8640103365283951;632.7306784090075
lambda a, b: (set(a) <= set(b) and len(b) >= 3);1.0;0.7133381154390142;0.0;1.0;1.0;0.9984948644394884;0.84656179121389;356.0821999704371
lambda a, b: (set(a) <= set(b) and len(a) >= 4);1.0;0.7751621575403188;0.007819731261020646;0.8433261205422818;1.0;1.0;0.8833136124245125;640.9479599467868
lambda a, b: (set(a) <= set(b) and len(b) >= 4);1.0;0.7171443160435715;0.0;1.0;1.0;0.9968953612586607;0.8480501850073465;339.6476368948785
lambda a, b: (set(a) <= set(b) and len(a) >= 5);1.0;0.815394970735969;0.02401759213119814;0.7498512318479554;1.0;1.0;0.9076518373957627;608.0788337956695
lambda a, b: (set(a) <= set(b) and len(b) >= 5);1.0;0.7237823992693009;0.0;1.0;1.0;0.993958123607705;0.8508830351606775;325.95216766524624
lambda a, b: (set(a) <= set(b) and len(a) >= 6);1.0;0.8590889879555086;0.056523750972283016;0.6526155094747985;1.0;1.0;0.933211053369221;539.6014876475085
lambda a, b: (set(a) <= set(b) and len(b) >= 6);1.0;0.7352615439385115;0.0;1.0;1.0;0.9885521181359797;0.8562455881613746;309.5176045896876
lambda a, b: (set(a) <= set(b) and len(a) >= 7);1.0;0.9012505936590576;0.1081650288835222;0.5606935538437334;1.0;1.0;0.9565698986908482;443.73320304008314
lambda a, b: (set(a) <= set(b) and len(b) >= 7);1.0;0.7550372844408876;0.0;1.0;1.0;0.9786555564538474;0.8663614758003217;295.8221353600554
lambda a, b: (set(a) <= set(b) and len(a) >= 8);1.0;0.9386447207876665;0.17750973074435117;0.47871944337277383;1.0;1.0;0.9757364791979728;317.73488612746695
lambda a, b: (set(a) <= set(b) and len(b) >= 8);1.0;0.7893701597811884;0.0;1.0;1.0;0.9606349590851574;0.8854983529047606;279.3875722844968
lambda a, b: (set(a) <= set(b) and len(a) >= 9);1.0;0.9703441557791829;0.2613542677193834;0.40967478548853586;1.0;1.0;0.990127788633008;161.60653690965992
lambda a, b: (set(a) <= set(b) and len(b) >= 9);1.0;0.8514084088241987;0.0;1.0;1.0;0.9276872560180115;0.9224718915532341;262.95300920893817
lambda a, b: (set(a) <= set(b) and len(a) <= 1);1.0;0.3757341452361507;0.8450447815608326;1.0;1.0;1.0;0.8112405706743919;435.51592150230385
lambda a, b: (set(a) <= set(b) and len(a) <= 2);1.0;0.4469339756905871;0.7041684078560002;1.0;1.0;1.0;0.8122022608924059;566.9924261067729
lambda a, b: (set(a) <= set(b) and len(a) <= 3);1.0;0.5195416130429777;0.550742021587828;1.0;1.0;1.0;0.8161575470078976;651.9043353304925
lambda a, b: (set(a) <= set(b) and len(a) <= 4);1.0;0.5885779976054156;0.3933449955990852;1.0;1.0;1.0;0.8226634984885111;701.2080245571684
lambda a, b: (set(a) <= set(b) and len(a) <= 5);1.0;0.6457481092216695;0.2484959782853704;1.0;1.0;1.0;0.8305875059854952;709.4253060949477
lambda a, b: (set(a) <= set(b) and len(a) <= 6);1.0;0.6837659466759238;0.13306551406992573;1.0;1.0;1.0;0.8378617156951941;682.0343676356833
lambda a, b: (set(a) <= set(b) and len(a) <= 7);1.0;0.7024162870910053;0.05640903911943662;1.0;1.0;1.0;0.8426731246011775;613.5570214875224
lambda a, b: (set(a) <= set(b) and len(a) <= 8);1.0;0.7086126685696188;0.016603436769915603;1.0;1.0;1.0;0.8447832649204006;509.4714553423177
lambda a, b: (set(b) <= set(a) and len(a) % 2 == 0);0.7845992350904618;0.8791397612511904;1.0;0.0;1.0;0.9180658425178523;0.8742508130821776;312.25669843561406
lambda a, b: (set(b) <= set(a) and len(b) % 2 == 0);0.5887102525485917;1.0;0.7465023207221004;0.1281308912198139;1.0;0.8651915599351965;1.0;575.2097076445523
lambda a, b: (set(b) <= set(a) and len(a) % 2 != 0);0.6998705314157018;0.7635391996796238;1.0;0.1887236347587098;1.0;0.768064177886444;0.7821989034556931;268.431196900791
lambda a, b: (set(b) <= set(a) and len(b) % 2 != 0);0.5915841644725774;1.0;0.7465023207221004;0.1281308912198139;1.0;0.8651915599351965;1.0;586.166083028258
lambda a, b: (set(b) <= set(a) and len(b) == 1);0.3697368932907674;1.0;0.9394816136483175;0.8346485713847198;1.0;0.8212508632236638;1.0;410.8640768889659
lambda a, b: (set(b) <= set(a) and len(a) == 2);0.7147281808271144;0.7147281808271144;1.0;0.8264881042745896;1.0;0.7759920598156453;0.7724023789597718;79.43372153186674
lambda a, b: (set(b) <= set(a) and len(b) == 2);0.4352581035723809;1.0;0.888190373902309;0.6912237200367264;1.0;0.8340444990835365;1.0;514.9496430341705
lambda a, b: (set(b) <= set(a) and len(a) == 3);0.7077059121962892;0.7077059121962892;1.0;0.7601143492878629;1.0;0.769583072809672;0.7633432641761482;98.60737845335181
lambda a, b: (set(b) <= set(a) and len(b) == 3);0.5066516601981343;1.0;0.8281302403915167;0.5426584446067715;1.0;0.8511903857352463;1.0;572.4706137986259
